sentense,lable
여러분 리뷰 처음부터 조금만 내려보세요 복붙 개많음알바 다 꺼져 ,0
영화관이 시원하고 의자는 안락하네요 ,1
옆 자리 남자가 아프리카 방송 보던데 재밌더라구요 ,1
리얼 안본눈삽니다 제발 ,0
클레멘타인 뒤를 이을 영화인데 좋은영화 공유하며 살아요우리 ,1
1점도 아깝다 긴말안한다 ,0
정말 이런 한국영화 오랜만이다 평점을 매기지 않고는 못 넘어가겠다 ,0
집와서 벽보고 서있는게 더 재밌다 ,0
이영화는 평점댓글이 더 재밌어 ,0
마지막 춤사위에서 정점을 찍었다 ,0
교훈 앞으론 평론가 0인 영화는 보지 마라 tip 에효 할말이 없는 영화 ,0
김수현이 이 영화 한번 거절했는데 거절하고 자꾸 생각나서 다시 했다는데 왜그랬니 ,0
관람객대략ㅈ난감 무슨 애기를 하고싶은지 멀 전달할려고 하는건지 눈요기 정도는 했네요 ,0
주말에 봤는데 출근이 하고 싶어 졌습니다 열심히 일하고 싶어졌네요 ,1
관객평이 웃겨서 10점 드립니다 ,1
왜 자꾸 클레멘타인이랑 비교하냐 클레멘타인은 그래도 스토리는 있었다 ,0
연기력이 폭발했다 촤 ,1
방금 보고 왔는데 왠만하면 글안남기는데 먼내용인지 정말모르겠음 개연성이 없음 마지막 액션씬은 무슨 매트릭스도 아니고 갑자기 초인으로 변신 유치해서 그냥 나오고 싶었음 ㅜㅜ 솔직하게 정말비추 ㅜㅜ 돈아깝슴 ,0
나 지금 보고있는데 1시간반 됬는데 무슨 내용인지 당췌 난장판김수현 보러 왔는데 껌 너무 많이 씹어서 턱디스크 왔다더니 저래 이상하게 씹어서 그런가 1인2역 눈화장 뭐임 아이섀도 덕지덕지 목소리 오글 ㅠ김수현 좋은데 여기서는 리얼 아깝 ,0
관람객평소 불면증 때문에 잠을 못 자고 매일 아침 무렵이나 되서 잠이 들었는데 이걸 심야로 보고 나니깐 불면증이 완치됨 ,1
고3 수험생들에게 추천합니다 이 영화를 보면서 이해하다보면 수능날 국어 만점은 가뿐합니다 ,1
관람객김수현에게 조차 실망할정도로 최악 ,0
이런건 보지말자 알바써서 평점 조작하는 영화는 ,0
평론가들은 아예 평점을 주길 거부했다ㅋㅋㅋㅋ ,0
와우 영화끝나고 사방에서 욕이 욕이 ㅡㅡ 앉아있는 내내 넘나 힘들었어요 ,0
그냥 나는 다어색해ㅠ김수현 껌씹는것도 어색하고 설리 섹시한척도 어색성동일 양아치연기도 어색ㅠ 나만 그렇게 느끼나 ,0
혹평이 너무심해서 궁금한맘에 봣는데 다시는 이런 만용 안부리겠습니다 진짜 영화무미무취 ,0
관람객이 영화는 마지막 10분을 위해 달려가는 자옥행 급행열차다 ,0
여기서 나온 특별출연들 하나도 못알아봄 이 영화는 무조건 눈 크게 뜨거 봐야한다 화장실 가고싶어서 한시간 동안 오줌 참고 봣는데 내 방광에게 미안햇다 생일날 받은 시지브이 쿠폰이 헛되게 날아갓다 한시간 보고 나왓다 하 제점수는요 ,0
관람객나만당할소냐 너무재밌어요 ,1
관람객나만볼순없지쩐다약빤영화 ,1
뻔한 결말이 아니라 신선함 ,1
다소 불친절하다던 김스현 왜 울었는지 알겠더라 ,0
미래에서 왔습니다 ,0
예고편이 ㄹㅇ잘만든거엿네 ,0
관람객김수현의 연기 점수 드립니다 화이팅 ,1
이영화리뷰보는게더재밌어요 김수현엉덩이하나건졌네요ㅅㄱ  ^^,0
크리스토퍼 놀란의 다크나이트를 쵸딩 히어로 무비로 만들어버리는 우주명작입니다 ,1
관람객음 영화보는내내 껌만 씹고 싶어지네요  ^^,0
그렇게 평론가는 말이 없었다고 한다 ,0
의도한 악평 하지말래 ㅋㅋ 저기요 의도가 아니라 보고나서 영화가 별로인걸 말도 못해요 같은 말로 여러개 아이디 만들어서 알바하지마세요 더 추해보이니까 ,0
이 영화를 보고 암세포가 암에걸려 암을 완치했습니다 ,0
지현아 그만자 가자 끝났어 ,0
대박영화인듯 ㅇ ㄷㄷ ,0
그냥 노잼 어린애들 설리 김수현만 보고 보다가 눈만 배릴듯 ,0
제목 뒤에 노잼빠졌어요 감독님 ,0
이거 진심 레알 완전 쓰래기임 ,0
이걸보느니 그돈으로 와퍼하나 더 사먹는게 이득 ,0
0점은 못주나 ㅜㅠ ,0
그냥 볼링이나 치고 있지 리얼하게 맞아볼래 ,0
나만 당할 수 있지 ,0
오늘 아침 댓글보고 미소짓고 갑니다 좋은 곳이네요 ,1
하아 감독 ,0
리얼로 노잼인가보네 ,0
할 말을 잃었다 궁금해서 봤는데 ,0
진심 영점주고싶다 ooo기 ,0
확실한건 이 영화로 인해 김수현의 클래스가 한단계 떨어진건 그 누구도 부정못함 ,0
2017년 똥작 나왔네요 김수현씨 군대나 갔다옵시다ㅠㅠ ,0
관람객정말 조금만 감독이 친절햇다면 수작이 될뻔한 괴작 ,1
this the worst film of all i have seen ,0
관람객사람들 말 들을걸 이렇게 실망스러울줄 알앗다면 안보는건데 솔직히 돈아깝네요 솔직히 끝까지 못보고 중간에 나왓어요 ,0
관람객영화 선호의 개인차에서 발생하는 비판 이나 평가일 줄 알았는데 확인하고자 본 결과 정말 그러했다 정말 노잼이었다 ㅠㅠ 뭘 얘기하려하는지도 모르겠고 내인생 최악의 영화였음 ,0
관람객김수현잘생겼으나 내용이너무심오함 ,1
5점까지만내리자 진짜 ,0
시사회 결과 기대이하 ,0
아 제발 계집들아 김수현 어쩌고 저쩌고 하지말고 영화를 보고 평가하라고 여기가 팬클럽이냐 무개념 여자들아 ,0
이 영화를 보고 나면 숨쉬고 밥먹고 걷는것도 재미있음 ,0
이영화를 보자고한게 죄입니까 왜 하루아침에 별명이 리얼로 ,0
여친이랑 보러 갔다가 저는 중간에 졸았구요일어나보니 먼저 가고 없대요어디갔냐고 카톡보내니 답장이 어차피 날린돈 잠이라도 자야 남는건데나는 앉아서는 못자겠어서 집에 가서 잘란다 ,1
남자친구와 첫데이트로 이걸보다니 너무 분노가들끓는다 둘다 말도안나오고 어색하게 멍때리다가 x같아서 술먹으로갔다 평점 성지순례를 왜 미리하지 않았을까 ㅅ ㅂ 우리만 당할수없다 양심도없네 평점 빵점도 만들어라 ,0
 클레멘타인 에 버금가는 엄청난 대작이네요 역사에 남겠어요 참 2편은 만들지 마세요 이것보다 더 엄청날리가 없잖아요  ^^,1
옆에서 통화를 하고 있어도 화가 나지 않을 영화 오히려 통화내용이 궁금해지는 신비함이랄까 ,0
솔직히 말씀 드릴게요 보고나서 4시간동안 말이 없었습니다 차라리 맛있는밥 사드시거나 시간이 많아 영화 를 꼭보고 싶으시다면 차라리 dvd방 에서 라이온킹 을 보시는게 신체 건강과 생체 리듬 두통치료에 효과 적입니다 ,0
관람객무슨내용임 ,0
정말 1점도 아깝다 최악이 아닌 극악이다 ,0
관람객정말 내가본영화중 최악의 영화였음 ,0
관람객스토리가 이어지는게 아니라 장면장면 끊어지는듯한 암튼 내용 이해안가요ㅠ ,0
관람객고생한 배우들이나 스텝들한테는 미안한 말이지만 진짜 돈 아까워서 끝까지 보긴 봤는데 시간 마저 아깝다고 느끼면서 영화관 나오기는 처음인 것 같네요 뭔가 오묘하게 기분 나쁘고 황당한데 아 오로지 노출신이 궁굼하신 분들은 뭐 볼만하실지도요 ,0
내돈 내나 열받네 영화 진짜 겉멋만 들고 무슨 내용인지 김수현 액션인지 춤인지 연기가 내가 친구한테 보러가자고 해서 보러갔는데 욕먹었다 아 그냥 보지마세요 친구랑 싸움나요 평점올지마라 영화는 돈이다 ,0
10점 알바들 고생이 많구나 대단들 하다 네이버 평점 보지 마세요 익무만 보세요 그냥 ,0
영화의 줄거리는 진짜 재밌어 보이는데 보고 판단해야지 ,1
오늘 이거 보자고 한 애는 나랑 더 이상 만나기 싫다고 간접적으로 돌려 말한거겠지 ,0
감독아 형으로써 충고하는데 영화 때려지우고 기술배워 ,0
이 영화 끝까지 참고 본 당신은 앞으로 뭘해도 성공할 사람 ,0
혹평인거알고 도대체 얼마나심하길래 궁금해서봤습니다얼마나재미없는지 궁금해서보는사람 또 없길바랍니다그냥 희한한영화 배우들이불쌍마지막쯤은 난 무슨 뮤직비디오인줄 ,0
옥자는 넷플릭스동시상영이 영화산업을 망친다면서 상영도 안시켜주면서 정작 이딴 개똥같은 리얼노잼은 스크린독점하다시피 빵빵하게 밀어주네 뭐가 진짜 영화산업을 망치는걸까 ,0
관람객같이 죽자 물귀신작전 ,1
어휴 이걸 돈을 내고 ,0
이동준 클레멘타인2를 찍어 전작을 만회하고 싶었다 하지만 이 영화가 나온다는 소문을 듣고 포기했다 이제는 한국영화 최고의 명작은 클레멘타인이 아닌 리얼이다 ,1
지금까지 본 영화 중 가장 재미가 없었다 영화를 개봉한 용기에 10점을 줍니다 ,1
남의 좋은 작품 질투나고 욕심났지 다 될줄 알았는데 인과응보다 ㅋㅋㅋㅋ ,0
올해 최악의 영화 제발 둘중 아무나 죽고 끝나길 보는내내 바람 ,0
김수현이 두명이다 끝 ,0
보지마라ㅡㅡ 진짜형만믿거라 ,0
 이 한글자로 설명이되는 영화 ,0
관람객솔찍한 점수 후반부에서 완전 별로 ,0
정말 별 윤곽도 주기 아까운 영화다 스토리가 뭔 내용인지 이해가 1도 안간다 진짜 망작 ,0
관람객중간에 한방에 한놈씩 눞히는 장면이 어색했고내용 전개가 일반인들에게 심리학 상징 약물 등등을버무려서 너무 혼란스럽게 하여 내용보다 누가 누구지 뭐가 어떻게 된거지 하는 사람이 많았을 지도 모르겠습니다 나머진 좋았어요 ,1
회사 퇴근하고 봤는데 그냥 야근할껄 했습니다 ,0
개인적으로 영화를 보는 내내 지루하지 않았습니다 왜냐하면 끝없이 이해하려고 노력하며 보다 보니 집중하게 됐고 그러다 보니 끝나더라고요 그렇게나 집중하고 이해하려 노력했지만 예술적 감각이 부족한 저로서는 이해하기가 몹시 어려운 영화였습니다 ,1
고3수험생에기 추천합니다 공부 하기 싫을 때 보세요 공부가 더 재미있어요 ,1
영화가 재미가 없을 순 있지만 내용이 없을 수는 없는데 그 힘든 걸 리얼이 해냈다고 말하고 싶다 ,0
알바도 배우 안티도 팬도 아닌 영화상영중 나가는 사람들 뒤따라서 나온 관람객입니다 영화를 보다가 나온건 무서운이야기2 이후 처음이었습니다 다른 분처럼 웃기려는 의도 없습니다 돈받고도 보기싫은 쓰레기 영화입니다 ,0
집에서 스폰지밥 보는게더 잼있어요 ,1
악녀가 명작이로구나감독이 뭘말하려는 액션도없고 코믹도없고 감동도없고 스토리도없고 발가락편집조명은 화려함은없고 난잡하고 붉은 조명은 왜그리많이나오나 짱깨때문 수현혼자 열일하느라 고생했네연기못하는 애들데려다 벗기지마라볼품없다추잡한 성교장면들 ,0
친구가 직접 보고 평가보다 재미있다 라고해서 믿고 여자친구랑 보러갔습니다 극장앞에서도 여자친구가 반대하더군요 재미었다던데라며 그래도 보러갔습니다 여자친구랑 오지게싸우고 친구한테 전화해서 쌍욕했습니다 평점 3점은 내가모르던 여자친구 성깔 알게해줘서줍니다 ,0
양심있으면 환불해줘야한다 ,0
클레맨타인 애들아 리얼 이라고 후임 들어왔다 ,0
이거 무료다운도 말리는 영화임 ㅋㅋ ,0
수면제는 약국에서만 파는게 아니내요 와이프랑 실컷 자고 나와서 불닭먹으러감 ,1
비흡연자 흡연자로 만드는 영화 ,0
적어도 극장에서 본 사람들끼리는 반목이나 갈등이 없었으면 한다 우리 모두는 전우들이다 ,1
시원하게 돈날린 투자자들을 위해 시원하게 10점 드립니다 세상은 훈훈하니까요 ,1
리얼 안본 인생을 구입하고싶습니다 여태까지 대한민국 영화역사상 졸작 망작 top3 안에는 들겁니다 ,0
하 할말이없다 ,0
팝콘 정말 맛있었습니다ㅎㅎ ,1
다들 너무 하네요 우리가 너무 미개해서 감독의 메시지를 이해 못하는 것일 뿐입니다 분명 감독은 우리에게 엿먹으라는 메시지를 준 걸 거에요 ,1
평점과 클레멘타인의후속이라는 평만으로도 난 한번도 본적없는 이 영화가 이미 본것처럼 리얼하게 느껴진다 ,1
자동차극장에서 개봉날 여친이랑 가서 봤는데 설리몸보고파서 보자는거냐는 여친의 따가운 질타도 견디면서 간거다 30분도 안되어잠들어버린 여친을 도저히 깨울수가 없었고집으로 오는길에 뭔 내용이냐는 질문에 설리가슴밖에 기억안나 했다가 대판 싸웠음 ,0
관람객이야기 스토리가 핵심이 없다 ㅜ김수현이 아깝다 ,0
노답입니다 길이남을 최악 ,0
평점의 93프로가 10점 아니면 1점이다 이런 영화는 알바들 동원한 1점짜리 영화라고 생각하면 된다 ,0
관람객김수현의 연기만 대단하다고 느끼는 영화 ,1
관람객돈주고보기 아깝다 도대체 뭔영화야 노출만 심하고 여자친구랑 영화보다 스트레스 받아서중간에 나감 ,0
관람객아 돈아깝다 ,0
관람객하 그래서 무슨 내용이였더라 휴 ,0
관람객별하나도 아까운영화보는내내 머리써도 이해가안됬던 영화 ,0
이 영화는 액션영화가 아닙니다 발레 영화입니다 ,0
우리 감독 하고싶은거 다했네  ^^,0
참 못났다 감독으로써 관객들에게 저평가 받고 참패를 맛보게되면 냉정하게 인정할 것은 인정하며 반성하고 이후에 좋은 작품으로 재도전을 해야지 알바질하며 네이버 평점이라도 좋게 받아보고 싶냐 국민들이 바보도 아니고 ,0
감독 쓰레기실력봐라 ㅉㅉ ,0
도심 한복판에서 강남스타일 조올라 크게 틀고 오빤 강남스타일 두유노 김치 두유노 평창 야 놀아볼까 썸머썸머 썸타볼까 최애애애신유행 하면서 편의점아이스커피 처마시면서 부심부리는 넘들이 영화관가서 고를만한 영화 ,0
어디서주워본건있어서있어보일려고추상적인장면읗많이넣엇네근데껍데기도구려 ,0
순간의 호기심이 당신을 망칠 수 있습니다 얼마나 재미없길래 이러지 이런 호기심은 꺼 두셔도 좋습니다 ,0
트랜스포머 재미없다고 해서 죄송합니다 ,0
이영화는 전체 관람불가 등급입니다 ,0
이영화는 최고의 명작입니다 내자신의 한계를 테스트 할 수 있습니다 내 영화 관람 인생중 팝콘과 콜라를 다 남기기는 처음입니다 ,1
